"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000164953",127.414282620063,0.740520600911983,0.160526255387309,4.61308088901279,3.96743810980544e-06,1.20048363150266e-05,"TMEM67","91147","transmembrane protein 67"
"ENSG00000026950",280.788550382968,0.516254664427977,0.111922233796322,4.6126193779108,3.97626036068653e-06,1.20290640478919e-05,"BTN3A1","11119","butyrophilin subfamily 3 member A1"
"ENSG00000167766",297.993456288672,0.491300379726356,0.106565464882164,4.61031517358479,4.0205895735791e-06,1.21606762133223e-05,"ZNF83","55769","zinc finger protein 83"
"ENSG00000040341",369.83092655654,-0.473488059718125,0.102719194441044,-4.60953828828831,4.03564208605534e-06,1.22037022622793e-05,"STAU2","27067","staufen double-stranded RNA binding protein 2"
"ENSG00000120159",214.13700097844,-0.600290020683021,0.130270703538725,-4.60802010257492,4.06521368262798e-06,1.2290607105224e-05,"CAAP1","79886","caspase activity and apoptosis inhibitor 1"
"ENSG00000049656",2078.73820991603,0.238234243216125,0.0517067990158306,4.6074065258456,4.07722391008901e-06,1.23243928640552e-05,"CLPTM1L","81037","CLPTM1 like"
"ENSG00000186106",230.750833665066,0.574403430882226,0.124679320808261,4.60704651868914,4.08428655653614e-06,1.23432125881061e-05,"ANKRD46","157567","ankyrin repeat domain 46"
"ENSG00000166313",811.100712841455,-0.318606918151833,0.0691652731607412,-4.60645788835946,4.09585961266605e-06,1.2375652821068e-05,"APBB1","322","amyloid beta precursor protein binding family B member 1"
"ENSG00000204767",178.953687117866,0.672775238840791,0.146057578635279,4.60623300158069,4.10028940125267e-06,1.2386500783391e-05,"INSYN2B","100131897","inhibitory synaptic factor family member 2B"
"ENSG00000120800",736.246347345931,-0.363993364868956,0.0790279063857069,-4.60588394044548,4.10717425430765e-06,1.24047592524166e-05,"UTP20","27340","UTP20 small subunit processome component"
"ENSG00000133107",87.0920801262018,0.901774436986531,0.19584273157731,4.60458465690135,4.13289871061109e-06,1.24798992174286e-05,"TRPC4","7223","transient receptor potential cation channel subfamily C member 4"
"ENSG00000106392",457.719388029589,-0.414445162556746,0.090017654484908,-4.60404311718908,4.14366615732576e-06,1.25098527696305e-05,"C1GALT1","56913","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
"ENSG00000126261",1529.96059913024,-0.271724927835605,0.0590572344775872,-4.60104388969868,4.20378829806049e-06,1.26887668882128e-05,"UBA2","10054","ubiquitin like modifier activating enzyme 2"
"ENSG00000116752",366.311552357948,-0.463643063278657,0.100778129691795,-4.60063175112097,4.21211501614149e-06,1.27112998462163e-05,"BCAS2","10286","BCAS2 pre-mRNA processing factor"
"ENSG00000088986",2896.76178261397,-0.21814315151929,0.0474215560201919,-4.60008421964065,4.22320161800264e-06,1.2742150648673e-05,"DYNLL1","8655","dynein light chain LC8-type 1"
"ENSG00000125657",17.4773794665837,2.33351736639081,0.507322207532126,4.59967518028085,4.23150222650324e-06,1.27645847167918e-05,"TNFSF9","8744","TNF superfamily member 9"
"ENSG00000197479",12.085736057502,3.19560801259964,0.694800458853052,4.59931764851568,4.23877039702658e-06,1.2783895837639e-05,"PCDHB11","56125","protocadherin beta 11"
"ENSG00000119509",232.538994858109,-0.568705796534453,0.123667389697754,-4.59867227669626,4.25192028918783e-06,1.28209343851783e-05,"INVS","27130","inversin"
"ENSG00000116668",78.4709698264036,1.018237356117,0.221426051772832,4.59854361293332,4.25454657061051e-06,1.28262321419672e-05,"SWT1","54823","SWT1 RNA endoribonuclease homolog"
"ENSG00000103064",353.621229669798,-0.469314670906076,0.102076071784629,-4.59769525512585,4.27190218161841e-06,1.28759233478239e-05,"SLC7A6","9057","solute carrier family 7 member 6"
"ENSG00000103591",701.35733448296,-0.343575137519264,0.0747782656993738,-4.5945855297115,4.33610252066665e-06,1.30667599244109e-05,"AAGAB","79719","alpha and gamma adaptin binding protein"
"ENSG00000167283",1219.33169543183,0.280004072918065,0.0609597231653687,4.5932635251391,4.36367446063078e-06,1.3147162138482e-05,"ATP5MG","10632","ATP synthase membrane subunit g"
"ENSG00000172046",849.216175604182,0.323191761671302,0.0703653932359554,4.59304989012918,4.3681458030984e-06,1.3157946749472e-05,"USP19","10869","ubiquitin specific peptidase 19"
"ENSG00000145740",1074.05473904109,0.285706338700811,0.062205654747872,4.59293194258332,4.37061630457787e-06,1.31627011548769e-05,"SLC30A5","64924","solute carrier family 30 member 5"
"ENSG00000164975",1015.8602601946,0.302067332513968,0.0657794018814859,4.59212646928897,4.38752338110527e-06,1.32109224418015e-05,"SNAPC3","6619","small nuclear RNA activating complex polypeptide 3"
"ENSG00000204256",2827.56230300451,0.226239586916831,0.0492684135993618,4.59198034579626,4.39059725555001e-06,1.32174804954876e-05,"BRD2","6046","bromodomain containing 2"
"ENSG00000138375",470.823071828815,-0.429881361926741,0.0936533678735771,-4.59013243930574,4.42964855037217e-06,1.33323204227236e-05,"SMARCAL1","50485","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"
"ENSG00000183814",59.5854711571772,-1.10811247665717,0.241488026654496,-4.588684963013,4.46046986228448e-06,1.34223480212411e-05,"LIN9","286826","lin-9 DREAM MuvB core complex component"
"ENSG00000103168",258.574773011664,-0.526878677728639,0.114854520282431,-4.58735691405986,4.48892883582327e-06,1.35052316565531e-05,"TAF1C","9013","TATA-box binding protein associated factor, RNA polymerase I subunit C"
"ENSG00000116750",416.001189959983,-0.4233568961317,0.0923104995860276,-4.58622689759313,4.51328104284228e-06,1.35757285435464e-05,"UCHL5","51377","ubiquitin C-terminal hydrolase L5"
"ENSG00000052723",722.798951529188,0.340578026894337,0.0742730572141403,4.58548549997611,4.52932709621678e-06,1.36212172803878e-05,"SIKE1","80143","suppressor of IKBKE 1"
"ENSG00000154370",420.012505520197,0.418369511041202,0.0912538592549424,4.5846774531735,4.54687787595652e-06,1.36712117753948e-05,"TRIM11","81559","tripartite motif containing 11"
"ENSG00000135333",12.098410886869,5.09290379447435,1.11095154925439,4.58427174244677,4.55571446373793e-06,1.36949900566401e-05,"EPHA7","2045","EPH receptor A7"
"ENSG00000244038",4724.75336214674,0.185685566468097,0.0405086893738482,4.58384532647884,4.56501975391487e-06,1.37201673353555e-05,"DDOST","1650","dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit"
"ENSG00000141456",725.335822696567,-0.339432586367718,0.0740879646072696,-4.58148078661636,4.61695028898478e-06,1.38734184447416e-05,"PELP1","27043","proline, glutamate and leucine rich protein 1"
"ENSG00000165775",489.375207417847,0.393371286999689,0.0858700195139816,4.58100847334312,4.62739092406653e-06,1.390196002722e-05,"FUNDC2","65991","FUN14 domain containing 2"
"ENSG00000107554",803.280738843037,-0.343859494132259,0.07507580331849,-4.58016403332406,4.64611392971392e-06,1.39553674509363e-05,"DNMBP","23268","dynamin binding protein"
"ENSG00000121211",15.4715839935867,-2.45250991116902,0.535952291916037,-4.57598549005408,4.73983397992891e-06,1.42339732423918e-05,"MND1","84057","meiotic nuclear divisions 1"
"ENSG00000100603",809.752273355237,-0.319878644358838,0.0699212903153559,-4.57483897845899,4.7658638747202e-06,1.43092298753809e-05,"SNW1","22938","SNW domain containing 1"
"ENSG00000128606",5501.25159743428,-0.235357446867228,0.0514588980144886,-4.57369776556353,4.79190940984422e-06,1.43845028347592e-05,"LRRC17","10234","leucine rich repeat containing 17"
"ENSG00000005001",11.1319706152433,3.55026303549187,0.776471979075011,4.57230026474516,4.8239898447889e-06,1.44778572355605e-05,"PRSS22","64063","serine protease 22"
"ENSG00000151726",643.798617206044,-0.345814787941367,0.0756429862371211,-4.5716702254103,4.83851993910434e-06,1.45185119344205e-05,"ACSL1","2180","acyl-CoA synthetase long chain family member 1"
"ENSG00000171155",300.302044266933,0.492715989446807,0.107777325385884,4.5716108437716,4.8398915699172e-06,1.45196747097516e-05,"C1GALT1C1","29071","C1GALT1 specific chaperone 1"
"ENSG00000164099",2041.32657807968,-0.323466252118338,0.0707718627905025,-4.570548793888,4.86448638565512e-06,1.45904924037316e-05,"PRSS12","8492","serine protease 12"
"ENSG00000071537",3514.4552993621,0.194952269155624,0.0426561949907852,4.57031550042704,4.86990497826534e-06,1.46037760262859e-05,"SEL1L","6400","SEL1L adaptor subunit of ERAD E3 ubiquitin ligase"
"ENSG00000198722",742.981933917189,-0.336478956271426,0.0736292515365407,-4.56990868777796,4.87936764789307e-06,1.4629179084945e-05,"UNC13B","10497","unc-13 homolog B"
"ENSG00000157181",310.964771035471,0.489449802752567,0.107119124376834,4.5692102656733,4.89565438462575e-06,1.46750273853654e-05,"ODR4","54953","odr-4 GPCR localization factor homolog"
"ENSG00000132823",367.714216185236,-0.454346345077234,0.0994414430370028,-4.56898382808232,4.9009459252002e-06,1.46879049726597e-05,"OSER1","51526","oxidative stress responsive serine rich 1"
"ENSG00000171475",874.138938166211,-0.350595535220726,0.0767387315063552,-4.56869078154741,4.90780215882819e-06,1.4705465688739e-05,"WIPF2","147179","WAS/WASL interacting protein family member 2"
"ENSG00000179091",1350.29964184875,-0.268954170976807,0.0588763807889579,-4.56811657531858,4.92126316037017e-06,1.47428054148429e-05,"CYC1","1537","cytochrome c1"
"ENSG00000158125",40.2956586595946,-1.35165649448455,0.296031734625668,-4.56591755675695,4.97314204800538e-06,1.48951964629053e-05,"XDH","7498","xanthine dehydrogenase"
"ENSG00000054282",536.353585859945,0.383509457964351,0.0840123461182206,4.56491784463064,4.99689989143413e-06,1.49633166223299e-05,"SDCCAG8","10806","SHH signaling and ciliogenesis regulator SDCCAG8"
"ENSG00000049541",209.284574625637,-0.57331983635133,0.125633598932368,-4.56342762782721,5.03251629379878e-06,1.50669126214909e-05,"RFC2","5982","replication factor C subunit 2"
"ENSG00000116688",2352.37990165954,-0.232692568049054,0.050995471708072,-4.56300452285494,5.04267279394213e-06,1.50942573345146e-05,"MFN2","9927","mitofusin 2"
"ENSG00000166189",407.808150453028,-0.425114295811179,0.0931694532092337,-4.56280767105595,5.04740484667428e-06,1.5105357222684e-05,"HPS6","79803","HPS6 biogenesis of lysosomal organelles complex 2 subunit 3"
"ENSG00000100983",714.785085685297,-0.340863011364206,0.0747308215144897,-4.56121054815536,5.0859550577884e-06,1.5217639611156e-05,"GSS","2937","glutathione synthetase"
"ENSG00000167182",264.326871661762,-0.525644948070413,0.11524423072304,-4.56113893747674,5.08769013275167e-06,1.52197445698739e-05,"SP2","6668","Sp2 transcription factor"
"ENSG00000105701",3784.14505191041,0.210508743854116,0.0461767496517383,4.55876053299025,5.14564027101466e-06,1.53899810578857e-05,"FKBP8","23770","FKBP prolyl isomerase 8"
"ENSG00000154723",650.412239152724,-0.351152062438932,0.0770288366402475,-4.55870915043075,5.14689916186459e-06,1.53906263141772e-05,"ATP5PF","522","ATP synthase peripheral stalk subunit F6"
"ENSG00000182511",55.0548830184399,-1.13056558434469,0.248003815435809,-4.55866206073476,5.14805313502652e-06,1.53909576401583e-05,"FES","2242","FES proto-oncogene, tyrosine kinase"
"ENSG00000164615",583.426621687668,0.378772745089596,0.083135530758616,4.55608741092136,5.21152558508452e-06,1.55775624964216e-05,"CAMLG","819","calcium modulating ligand"
"ENSG00000196678",134.598526167049,-0.722001777694787,0.158475686459349,-4.55591513011044,5.21579943879889e-06,1.55853774798463e-05,"ERI2","112479","ERI1 exoribonuclease family member 2"
"ENSG00000198551",235.551982758678,0.587463768355526,0.128945800597251,4.5558968623601,5.21625281249024e-06,1.55853774798463e-05,"ZNF627","199692","zinc finger protein 627"
"ENSG00000243943",231.662327486621,-0.549702798784242,0.120665253597104,-4.55560140469001,5.22359079903692e-06,1.56041422654365e-05,"ZNF512","84450","zinc finger protein 512"
"ENSG00000137760",153.70467228017,-0.680761731990283,0.149541502930914,-4.55232640202088,5.30559357452153e-06,1.58458962749981e-05,"ALKBH8","91801","alkB homolog 8, tRNA methyltransferase"
"ENSG00000116560",4075.03979336127,-0.196642238966796,0.043214730998762,-4.55035203094124,5.35562383253382e-06,1.59920813651496e-05,"SFPQ","6421","splicing factor proline and glutamine rich"
"ENSG00000178234",567.571846692853,0.38769408875882,0.0852046329012036,4.55015268017596,5.36070038113769e-06,1.60040010973908e-05,"GALNT11","63917","polypeptide N-acetylgalactosaminyltransferase 11"
"ENSG00000196428",1052.35618509485,-0.297499544323184,0.065385238317396,-4.54994968251165,5.36587453363383e-06,1.60162073374941e-05,"TSC22D2","9819","TSC22 domain family member 2"
"ENSG00000277117",12.0077972011088,3.12729406005196,0.687393305893455,4.54949740307289,5.37741976118431e-06,1.60474213504275e-05,"LOC102723996","102723996","ICOS ligand"
"ENSG00000028839",391.378122435256,0.43970973480577,0.096682349328317,4.54798355501882,5.41623666830032e-06,1.61599910625082e-05,"TBPL1","9519","TATA-box binding protein like 1"
"ENSG00000153214",1121.00867418613,-0.327492574907877,0.0720163178813924,-4.54747735710735,5.42927594005858e-06,1.61956201414526e-05,"TMEM87B","84910","transmembrane protein 87B"
"ENSG00000160908",223.488280128503,0.576182464016399,0.126707148227162,4.54735563129723,5.43241598342227e-06,1.62017112228446e-05,"ZNF394","84124","zinc finger protein 394"
"ENSG00000165879",42.261973800709,1.32308668928142,0.290989080379301,4.54686027240881,5.4452122223195e-06,1.62365927906431e-05,"FRAT1","10023","FRAT regulator of WNT signaling pathway 1"
"ENSG00000162139",188.57869051081,-0.597024657691841,0.131312340906443,-4.54659976031658,5.45195341146568e-06,1.62534088973054e-05,"NEU3","10825","neuraminidase 3"
"ENSG00000146757",132.071385951988,0.736773324290115,0.162091883605048,4.54540540774596,5.48296171063687e-06,1.63425489047952e-05,"ZNF92","168374","zinc finger protein 92"
"ENSG00000152558",3159.74693532526,0.204592409701375,0.0450595740977287,4.54048698413435,5.61244437486203e-06,1.67251069090516e-05,"TMEM123","114908","transmembrane protein 123"
"ENSG00000136932",80.6243285067016,-0.917842238345817,0.202150028763708,-4.54040122556043,5.61472781620556e-06,1.67285327545026e-05,"TRMO","51531","tRNA methyltransferase O"
"ENSG00000170214",17.0391279710509,-2.42222131997757,0.533521575233696,-4.54006254370608,5.62375438594059e-06,1.67520436523657e-05,"ADRA1B","147","adrenoceptor alpha 1B"
"ENSG00000049167",113.095561028104,-0.787863466145674,0.173574005917735,-4.53906368053222,5.65045711903267e-06,1.68281881982656e-05,"ERCC8","1161","ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
"ENSG00000165733",1186.44518029218,-0.279930450299553,0.0616809060208568,-4.53836476080454,5.66921355290972e-06,1.68806411220242e-05,"BMS1","9790","BMS1 ribosome biogenesis factor"
"ENSG00000168216",289.025467584304,-0.491828571154386,0.108400930641465,-4.53712498817105,5.70263120244922e-06,1.69767192818676e-05,"LMBRD1","55788","LMBR1 domain containing 1"
"ENSG00000170881",566.29712243193,0.379281562694904,0.0836190955484313,4.5358247444237,5.73788136790937e-06,1.70782129719861e-05,"RNF139","11236","ring finger protein 139"
"ENSG00000166398",770.828412379632,0.362382792913206,0.0798943983685847,4.53577222324637,5.73930961295756e-06,1.70790185618346e-05,"GARRE1","9710","granule associated Rac and RHOG effector 1"
"ENSG00000175352",464.895791387451,-0.402124551646068,0.0886645274101662,-4.53534872842463,5.75083844399064e-06,1.71098750559867e-05,"NRIP3","56675","nuclear receptor interacting protein 3"
"ENSG00000153107",557.149683958369,-0.369406740229169,0.0814518222431409,-4.53527901593727,5.75273835572814e-06,1.71120769557284e-05,"ANAPC1","64682","anaphase promoting complex subunit 1"
"ENSG00000179195",1502.36358008034,0.265039817410912,0.0584495936349704,4.53450231093375,5.77394698989732e-06,1.71717020538087e-05,"ZNF664","144348","zinc finger protein 664"
"ENSG00000184254",109.498872515925,0.809571486925266,0.178552546655408,4.53407975461517,5.78551668540237e-06,1.7202642719957e-05,"ALDH1A3","220","aldehyde dehydrogenase 1 family member A3"
"ENSG00000137133",74.5536902659001,-0.950533644757797,0.209774306393302,-4.53122053458568,5.86438787946408e-06,1.74336447256927e-05,"HINT2","84681","histidine triad nucleotide binding protein 2"
"ENSG00000172663",249.502148853611,0.535223539677886,0.118156975660958,4.52976675040894,5.90488393342675e-06,1.75504950752978e-05,"TMEM134","80194","transmembrane protein 134"
"ENSG00000074317",23.1924621484733,1.8350479678584,0.405155283668333,4.52924604917803,5.91945337741484e-06,1.75902548097439e-05,"SNCB","6620","synuclein beta"
"ENSG00000174007",67.5029805249767,1.02145850781371,0.225528796371705,4.52917110474086,5.92155318510689e-06,1.75929512068198e-05,"CEP19","84984","centrosomal protein 19"
"ENSG00000213366",265.438548958845,-0.523993258812879,0.115720301824668,-4.52810138368634,5.95160265250732e-06,1.76777340130739e-05,"GSTM2","2946","glutathione S-transferase mu 2"
"ENSG00000104783",13.8937151091435,-2.57497889152969,0.568670291782013,-4.52807000601458,5.9524862801241e-06,1.76777340130739e-05,"KCNN4","3783","potassium calcium-activated channel subfamily N member 4"
"ENSG00000245680",185.54093646313,0.604532463959617,0.133539296064643,4.5270005292448,5.98267903115321e-06,1.77638250001277e-05,"ZNF585B","92285","zinc finger protein 585B"
"ENSG00000166949",5978.95341992611,0.201982955844675,0.0446277609179651,4.52594868507881,6.01251691604747e-06,1.78488278831719e-05,"SMAD3","4088","SMAD family member 3"
"ENSG00000132122",76.0843634046588,0.989007752164189,0.218535367032919,4.52561873893487,6.02190587436461e-06,1.78731038564425e-05,"SPATA6","54558","spermatogenesis associated 6"
"ENSG00000114742",592.553225635007,0.37203115958956,0.0822072261726703,4.52552867807674,6.02447108573449e-06,1.78771211582717e-05,"WDR48","57599","WD repeat domain 48"
"ENSG00000141526",5533.47882925722,0.206732465042695,0.0456936288672465,4.52431706930773,6.05908327558348e-06,1.7976214487826e-05,"SLC16A3","9123","solute carrier family 16 member 3"
"ENSG00000163131",33.5316914856783,1.62231383218439,0.358592760890439,4.52411205445405,6.06495875519646e-06,1.7990028442736e-05,"CTSS","1520","cathepsin S"
"ENSG00000139350",342.002854077234,-0.478724344792203,0.10588667056628,-4.52110111907375,6.15187910437007e-06,1.82441857901258e-05,"NEDD1","121441","NEDD1 gamma-tubulin ring complex targeting factor"
"ENSG00000155592",218.082539037437,0.565810472673496,0.125160682838306,4.52067262532004,6.16434543150565e-06,1.82774824148783e-05,"ZKSCAN2","342357","zinc finger with KRAB and SCAN domains 2"
"ENSG00000132846",44.7122924212656,-1.24351100478056,0.27513540447074,-4.5196328228736,6.19469737331199e-06,1.8363786426732e-05,"ZBED3","84327","zinc finger BED-type containing 3"
"ENSG00000125630",351.454212353718,-0.478169452555207,0.105812319223536,-4.51903385224023,6.21224624891305e-06,1.84121095131505e-05,"POLR1B","84172","RNA polymerase I subunit B"
"ENSG00000163558",1521.95747543033,0.269426190166833,0.0596338606915394,4.51800683441342,6.24244698509824e-06,1.84979037594174e-05,"PRKCI","5584","protein kinase C iota"
"ENSG00000156869",48.8981183567552,-1.19444130244994,0.264391503000102,-4.51769927889657,6.25151833872909e-06,1.85210645722106e-05,"FRRS1","391059","ferric chelate reductase 1"
"ENSG00000141076",781.092166848634,-0.316110335842367,0.0699867915353393,-4.51671421003418,6.28065793292296e-06,1.8603659333938e-05,"UTP4","84916","UTP4 small subunit processome component"
"ENSG00000187867",13.8085851426307,-2.53653270343385,0.561728880814811,-4.51558178699038,6.31431703435604e-06,1.86996052840002e-05,"PALM3","342979","paralemmin 3"
"ENSG00000178694",130.543682365672,0.784091479521516,0.173688143810949,4.51436386109901,6.35071016089305e-06,1.88036078093149e-05,"NSUN3","63899","NOP2/Sun RNA methyltransferase 3"
"ENSG00000100335",1113.4467654801,0.278472277758806,0.0617020063486249,4.51318027140638,6.3862695110582e-06,1.89051003944929e-05,"MIEF1","54471","mitochondrial elongation factor 1"
"ENSG00000158023",88.8237426776363,-0.877701233905837,0.194496482681606,-4.51268435194608,6.40122530284088e-06,1.89455723406448e-05,"CFAP251","144406","cilia and flagella associated protein 251"
"ENSG00000100263",276.64898898597,0.517208222110057,0.114628423138458,4.51204167299176,6.42065688303289e-06,1.89992722928735e-05,"RHBDD3","25807","rhomboid domain containing 3"
"ENSG00000140396",476.327011509482,-0.396401599666006,0.0878910039385395,-4.5101498663413,6.47818431095896e-06,1.91656569729073e-05,"NCOA2","10499","nuclear receptor coactivator 2"
"ENSG00000153395",1331.86735730567,0.275466999790194,0.0611110947554669,4.50764302116435,6.55517432745333e-06,1.93895433093918e-05,"LPCAT1","79888","lysophosphatidylcholine acyltransferase 1"
"ENSG00000133392",16.7118796639519,-2.27169077325,0.503982076643041,-4.50748325889174,6.56011048957296e-06,1.94002545927359e-05,"MYH11","4629","myosin heavy chain 11"
"ENSG00000182247",282.541560185264,-0.521196164752306,0.115656596729775,-4.50641104346216,6.59333077916559e-06,1.94945896424467e-05,"UBE2E2","7325","ubiquitin conjugating enzyme E2 E2"
"ENSG00000143569",3761.08684834777,0.199512142046313,0.0442761523028565,4.50608581977981,6.60343890609372e-06,1.95205645402738e-05,"UBAP2L","9898","ubiquitin associated protein 2 like"
"ENSG00000169016",283.859736970947,0.520495529927618,0.115529570534498,4.50530134855988,6.62788173727407e-06,1.95888956634098e-05,"E2F6","1876","E2F transcription factor 6"
"ENSG00000169727",1577.79669805532,-0.249685541662217,0.0554469138566301,-4.50314587945928,6.69548904885303e-06,1.97847477321806e-05,"GPS1","2873","G protein pathway suppressor 1"
"ENSG00000213639",2208.58009605801,-0.224243866449773,0.0498097989145852,-4.50200304631446,6.73160166389186e-06,1.98874751600041e-05,"PPP1CB","5500","protein phosphatase 1 catalytic subunit beta"
"ENSG00000244242",54.0299424555011,1.21503503381698,0.269900139597662,4.50179475871419,6.73820342808446e-06,1.99029936692609e-05,"IFITM10","402778","interferon induced transmembrane protein 10"
"ENSG00000153767",215.529827509889,0.573984990639407,0.127512635016926,4.50139698362611,6.75082829078495e-06,1.99362931549722e-05,"GTF2E1","2960","general transcription factor IIE subunit 1"
"ENSG00000157450",588.293348444181,-0.368840889563991,0.0819491129007024,-4.50085274273701,6.7681384506879e-06,1.99834129880827e-05,"RNF111","54778","ring finger protein 111"
"ENSG00000175868",5.98159152971808,5.94541707727484,1.32107122037812,4.5004515922867,6.78092464006756e-06,2.0017159291628e-05,"CALCB","797","calcitonin related polypeptide beta"
"ENSG00000145358",152.609330778894,0.685010853079796,0.152266487928905,4.4987630725392,6.83499794770843e-06,2.01727464933967e-05,"DDIT4L","115265","DNA damage inducible transcript 4 like"
"ENSG00000162783",904.008641501142,-0.329625903475906,0.0733043402128042,-4.49667649308342,6.90238865757325e-06,2.03675684507672e-05,"IER5","51278","immediate early response 5"
"ENSG00000239264",145.508595652882,-0.686606482503423,0.152712535232376,-4.49607153373916,6.92204570342085e-06,2.04214881640214e-05,"TXNDC5","81567","thioredoxin domain containing 5"
"ENSG00000198898",2157.15229480999,-0.235055156961448,0.0522859326974475,-4.49557165445616,6.93832875617597e-06,2.0465434319996e-05,"CAPZA2","830","capping actin protein of muscle Z-line subunit alpha 2"
"ENSG00000215790",44.3703655663435,1.26888733969053,0.28226160473671,4.49543019098944,6.94294342990374e-06,2.04749525014591e-05,"SLC35E2A","9906","solute carrier family 35 member E2A"
"ENSG00000144040",278.958795976884,-0.504858273314551,0.112308026117559,-4.49530003123811,6.9471919586738e-06,2.04833873217972e-05,"SFXN5","94097","sideroflexin 5"
"ENSG00000116977",728.686261622336,0.329988953431358,0.0734092754732135,4.49519425582356,6.95064639262914e-06,2.04872302068863e-05,"LGALS8","3964","galectin 8"
"ENSG00000114745",731.077230789282,-0.321019050134507,0.0714141370964814,-4.49517508978378,6.95127249665667e-06,2.04872302068863e-05,"GORASP1","64689","golgi reassembly stacking protein 1"
"ENSG00000114270",1040.52303508725,-0.308721063878999,0.0687373507686672,-4.49131455353855,7.07849183945488e-06,2.08580125023602e-05,"COL7A1","1294","collagen type VII alpha 1 chain"
"ENSG00000133104",1337.62708321992,0.267293880070952,0.0595547638106475,4.48820317583333,7.1826411160091e-06,2.11606803166131e-05,"SPART","23111","spartin"
"ENSG00000156931",781.634644348317,0.330486376543647,0.0736455718860916,4.48752542861387,7.20552140233909e-06,2.12238496246977e-05,"VPS8","23355","VPS8 subunit of CORVET complex"
"ENSG00000169692",653.547152083953,0.345859548094408,0.0771049451640595,4.48556895227029,7.27196241202733e-06,2.1415276133144e-05,"AGPAT2","10555","1-acylglycerol-3-phosphate O-acyltransferase 2"
"ENSG00000170037",507.239492818329,-0.378680522701092,0.0844661536818353,-4.4832220504262,7.35243512670355e-06,2.16479401036488e-05,"CNTROB","116840","centrobin, centriole duplication and spindle assembly protein"
"ENSG00000116514",264.414139053581,0.512925278555857,0.114419975297114,4.48282983127678,7.3659666766756e-06,2.16834541795035e-05,"RNF19B","127544","ring finger protein 19B"
"ENSG00000171502",142.127271523253,0.69900734236452,0.156010166714126,4.48052429586454,7.44599028648158e-06,2.19146500472271e-05,"COL24A1","255631","collagen type XXIV alpha 1 chain"
"ENSG00000109920",706.437229552083,0.339863135828445,0.0759012392804431,4.47770206455661,7.54508002677155e-06,2.22018569435555e-05,"FNBP4","23360","formin binding protein 4"
"ENSG00000117525",4889.08359718809,-0.282939572735689,0.0632039923125584,-4.47660918849062,7.58378901066196e-06,2.23113106806194e-05,"F3","2152","coagulation factor III, tissue factor"
"ENSG00000198399",532.312376146401,-0.369525383522179,0.082553628847498,-4.47618582830327,7.59883512937878e-06,2.23511191185914e-05,"ITSN2","50618","intersectin 2"
"ENSG00000114859",75.7373609441175,1.03766682975352,0.231834894602909,4.47588716759336,7.60946662426241e-06,2.2377929155744e-05,"CLCN2","1181","chloride voltage-gated channel 2"
"ENSG00000196453",296.284538832202,-0.475534238382027,0.106292685211368,-4.47381903502019,7.68347760852334e-06,2.25910778469815e-05,"ZNF777","27153","zinc finger protein 777"
"ENSG00000103199",174.445365885662,0.65971012557688,0.147509539222238,4.47232178376586,7.73748778418823e-06,2.27453466363644e-05,"ZNF500","26048","zinc finger protein 500"
"ENSG00000125378",137.59955366464,0.69336931585489,0.155041749708132,4.4721458391702,7.74385839571949e-06,2.27595391972999e-05,"BMP4","652","bone morphogenetic protein 4"
"ENSG00000182544",609.394282904666,0.348193291020949,0.077870941781096,4.47141492136771,7.77037723701559e-06,2.28329308414515e-05,"MFSD5","84975","major facilitator superfamily domain containing 5"
"ENSG00000130589",583.170659274811,0.389420516100584,0.0870944658195816,4.47124294794205,7.77662930753302e-06,2.28430591952435e-05,"HELZ2","85441","helicase with zinc finger 2"
"ENSG00000065268",499.820273629345,-0.388079615918209,0.0867947270067769,-4.47123493905232,7.77692058680412e-06,2.28430591952435e-05,"WDR18","57418","WD repeat domain 18"
"ENSG00000099864",649.560658208624,0.345533421153238,0.0773263610014988,4.46850746211296,7.87672653645422e-06,2.31316129217447e-05,"PALM","5064","paralemmin"
"ENSG00000198689",437.038582381792,-0.421928675242445,0.0944250629880028,-4.46839707478992,7.88079158789685e-06,2.31389450921055e-05,"SLC9A6","10479","solute carrier family 9 member A6"
"ENSG00000102931",50.8655572768427,-1.15067524134719,0.257533176554071,-4.46806604393198,7.89299394302405e-06,2.31701616863066e-05,"ARL2BP","23568","ADP ribosylation factor like GTPase 2 binding protein"
"ENSG00000178752",44.633871176475,-1.29301834558085,0.289445970659771,-4.46721832967136,7.92432452754187e-06,2.3257506281948e-05,"ERFE","151176","erythroferrone"
"ENSG00000177981",356.301436321649,-0.444091906941898,0.0994183505798147,-4.46690077185875,7.93609169670739e-06,2.32874098832977e-05,"ASB8","140461","ankyrin repeat and SOCS box containing 8"
"ENSG00000160703",137.346974689314,-0.686375778789635,0.153663929877249,-4.46673321018103,7.94230745943795e-06,2.33010149645153e-05,"NLRX1","79671","NLR family member X1"
